"gender","age","membership_start","income","ave_spend","max_spend","tenure","recency","frequency","monetary_value","r_score","f_score","m_score","fm_string","fm_score","rfm_string","rfm_score","person_id"
"F",55,"2018-04-25",56000,3.54,8.02,93,630,5,17.72,"5","4","2","42",6,"542",11,"a678040b34eb47e0ad23864c283dc8ef"
"F",50,"2017-08-21",57000,12.99,22.04,340,666,18,233.77,"7","10","9","109",19,"7109",26,"a67840bbafb045c4a2ab9491e958bbac"
"F",58,"2018-05-12",51000,12.38,22.94,76,684,14,173.26,"8","9","8","98",17,"898",25,"a6786827eeb44ccfb2e5907382f8cb31"
"M",27,"2018-03-23",42000,9.1,11.56,125,594,11,100.1,"3","8","6","86",14,"386",17,"a67bb3b2b2314de0afe3f66eb52d3100"
"M",48,"2018-01-12",37000,2.69,10.13,195,618,21,56.46,"4","10","4","104",14,"4104",18,"a68b9966964240caa919b0c08c201904"
"F",38,"2017-08-11",37000,9.14,16.28,350,702,11,100.53,"9","8","6","86",14,"986",23,"a690ca5661d64d958f12f893c96ada80"
"M",23,"2017-09-24",34000,35.17,261.06,306,636,17,597.85,"5","10","10","1010",20,"51010",25,"a6937b83abe649b38e3c019e559345df"
"M",65,"2018-01-27",88000,42.64,42.64,180,618,1,42.64,"4","1","4","14",5,"414",9,"a69b76934cb34e27ad10515fcf761705"
"F",80,"2017-09-30",79000,22.52,28.11,300,570,8,180.13,"3","6","8","68",14,"368",17,"a69eb8104d3547e381fe5f982db98189"
"F",29,"2016-11-23",51000,38.89,304.93,610,708,12,466.71,"10","8","10","810",18,"10810",28,"a69eec5e79dd401dbbfbb9f29f2cb73c"
"F",57,"2017-03-25",118000,29.21,41.83,488,642,11,321.33,"5","8","10","810",18,"5810",23,"a6a29cdd00b04834b769db80a8e71354"
"M",51,"2017-03-08",85000,21.21,29.21,505,360,5,106.07,"1","4","6","46",10,"146",11,"a6af69d4f60e49adb49022aba7a6392b"
"M",49,"2016-09-09",55000,14.14,24.57,686,612,8,113.14,"4","6","6","66",12,"466",16,"a6b128a592874d52b16a35408e742d5d"
"F",46,"2018-01-14",51000,12.41,24.13,193,612,10,124.11,"4","8","7","87",15,"487",19,"a6b4c79f7d2d45cb84cbf494409b2f8f"
"M",61,"2018-06-20",33000,3.02,6.59,37,558,5,15.08,"2","4","2","42",6,"242",8,"a6baa548ce4442acb92179fd080964d6"
"F",64,"2018-01-17",76000,11.87,13.06,190,366,2,23.73,"1","1","2","12",3,"112",4,"a6c6bc7bbbaa46f4a7c36d036cf537b2"
"O",61,"2015-12-19",69000,17.49,27.84,950,714,18,314.78,"10","10","10","1010",20,"101010",30,"a6d2bc2a28094a07a5c273dc542cefdc"
"M",57,"2017-05-20",98000,20.49,26.53,433,684,5,102.43,"8","4","6","46",10,"846",18,"a6df48f31065401f82e599b6aaafccd7"
"M",38,"2018-03-23",74000,3.74,9.98,125,630,5,18.7,"5","4","2","42",6,"542",11,"a6eb945a4868453bb38ba77ec59f487b"
"M",27,"2017-08-12",37000,8.23,12.52,349,498,7,57.6,"1","6","4","64",10,"164",11,"a6f23de017f347ae9f9732015c0592fe"
"M",79,"2018-01-19",69000,15.62,32.9,188,714,16,249.86,"10","10","10","1010",20,"101010",30,"a6f4db3655f2452ba771a437640e230d"
"O",66,"2017-12-21",40000,10.05,18.68,217,690,24,241.12,"8","10","10","1010",20,"81010",28,"a6fce370a2ce4df995fc4899bfeb3b6a"
"M",91,"2018-07-20",69000,2.22,4.63,7,558,5,11.1,"2","4","1","41",5,"241",7,"a703301c44e148d8ab9ca6fab0b585c8"
"M",48,"2018-07-19",70000,19.93,23.07,8,534,4,79.72,"2","3","5","35",8,"235",10,"a704e150927f49a0ab88f152078f159d"
"M",31,"2017-09-02",39000,10.05,23.21,328,606,12,120.62,"4","8","7","87",15,"487",19,"a70774fbe32140a5bffcbff6ea31825a"
"M",52,"2015-09-03",94000,21.47,27.86,1058,690,5,107.34,"8","4","6","46",10,"846",18,"a72733b3057644809e9db04b7eb8c986"
"M",56,"2017-08-31",73000,19.99,28.5,330,612,12,239.93,"4","8","10","810",18,"4810",22,"a72ce2003e5440398ccc7ade0dbff55b"
"M",24,"2017-07-06",54000,4.13,11.68,386,702,16,66.11,"9","10","5","105",15,"9105",24,"a730445319964292b8f58701742e6835"
"M",60,"2017-08-07",108000,28.1,34.44,354,684,10,280.97,"8","8","10","810",18,"8810",26,"a7322a1900194a128175928b0b0cdadb"
"M",63,"2018-06-24",32000,1.95,2.61,33,714,5,9.76,"10","4","1","41",5,"1041",15,"a732cd50eccd477ea4e075fe6c8e9463"
"M",60,"2016-07-02",106000,161.17,947.43,755,654,7,1128.22,"6","6","10","610",16,"6610",22,"a73cf044395d46ea804f688490ad9227"
"M",62,"2018-06-21",45000,0.23,0.3,36,558,3,0.68,"2","2","1","21",3,"221",5,"a73dd52818714d8d9b36e02affd56a59"
"M",62,"2018-03-12",39000,3.15,8.08,136,612,8,25.22,"4","6","3","63",9,"463",13,"a7456960b600412fa516433d4821361c"
"F",62,"2017-12-16",72000,5.2,10.14,222,564,3,15.59,"2","2","2","22",4,"222",6,"a7462c7c3d3c4aa5b6f8c906394d85c7"
"F",52,"2015-06-04",93000,24.14,30.1,1149,714,7,168.99,"10","6","8","68",14,"1068",24,"a74e933a6a584b32b563f671f981e9be"
"F",45,"2015-08-31",87000,22.63,28.64,1061,696,9,203.66,"9","7","9","79",16,"979",25,"a75203da0a9b45dc968320ae331272c4"
"M",37,"2016-02-22",44000,9.9,15.66,885,660,16,158.36,"6","10","8","108",18,"6108",24,"a75470f190174227887a582d93f88969"
"M",59,"2017-08-25",68000,4.06,8.81,336,666,5,20.32,"7","4","2","42",6,"742",13,"a75ecbbd5b0a44a095529ce77e63808c"
"F",39,"2017-01-02",34000,8.19,14.64,570,636,17,139.26,"5","10","7","107",17,"5107",22,"a762f4e5106948429941aeceae74a968"
"F",67,"2017-11-30",1e+05,25.47,27.95,238,318,3,76.4,"1","2","5","25",7,"125",8,"a77148314c374f5b9ca103d20d4a7c0f"
"M",66,"2015-12-10",63000,2.78,6.48,959,660,14,38.97,"6","9","3","93",12,"693",18,"a774ada3cfc4426f9aad941da03963b0"
"M",27,"2018-03-13",31000,3.4,8.01,135,528,8,27.23,"2","6","3","63",9,"263",11,"a778089b56034462b625fa458be8d3e4"
"F",74,"2018-01-09",89000,29.59,40.17,198,660,3,88.76,"6","2","6","26",8,"626",14,"a77fe54374624f0f8413ff1d2d8a3edd"
"M",77,"2015-09-19",88000,21.6,35.31,1042,678,13,280.79,"7","9","10","910",19,"7910",26,"a78dccc2d86944b7bf05bc7571cae761"
"M",43,"2018-01-06",72000,2.03,3.41,201,696,7,14.23,"9","6","2","62",8,"962",17,"a795e5d3ddb841deb7f29bc2cecb2231"
"F",78,"2017-11-21",73000,17.49,29.13,247,612,8,139.95,"4","6","7","67",13,"467",17,"a7988ef3d0884047a0eddaba067038e0"
"M",54,"2018-01-16",55000,2.31,3.97,191,522,4,9.24,"2","3","1","31",4,"231",6,"a79cddbd5cbb42cc9d68ff804942ddda"
"M",41,"2017-12-18",81000,22.55,35.22,220,690,8,180.42,"8","6","8","68",14,"868",22,"a79f1cd982a74ae1ade9ee0dcd844f4f"
"F",59,"2018-04-14",54000,14.03,20.92,104,612,11,154.33,"4","8","8","88",16,"488",20,"a79f46d98c1944db936847503b1eaa29"
"M",35,"2017-12-13",34000,1.9,3.3,225,528,4,7.61,"2","3","1","31",4,"231",6,"a7a0d8c4d2644519bd8f5dffcb7a7efb"
"M",56,"2016-10-01",73000,3.44,6.57,664,696,16,55.08,"9","10","4","104",14,"9104",23,"a7a47698ba4643cf94a254ca8aedb92d"
"M",43,"2017-01-09",31000,6.82,11.66,563,708,15,102.29,"10","9","6","96",15,"1096",25,"a7aca0114d2145a687d726e9d6f35b83"
"M",76,"2016-05-01",111000,27.1,39.79,817,642,7,189.72,"5","6","9","69",15,"569",20,"a7ae1cee383c42d080059d5e765456d3"
"F",46,"2014-06-24",82000,21.5,36.38,1494,714,8,172.04,"10","6","8","68",14,"1068",24,"a7af71a8a30b4030b00ea2b23c08f788"
"M",33,"2018-07-18",59000,12.08,16.6,9,702,5,60.4,"9","4","4","44",8,"944",17,"a7af9c686496460b8544aa8fb882649d"
"F",90,"2018-01-09",85000,23.49,36.5,198,588,4,93.97,"3","3","6","36",9,"336",12,"a7b4125e7dee473cae2c1aa45a7978be"
"M",87,"2017-12-23",54000,4.52,9.06,215,702,4,18.07,"9","3","2","32",5,"932",14,"a7be3e4d319046b1956e65f22eacf047"
"M",44,"2017-11-21",73000,16.86,22.74,247,660,4,67.45,"6","3","5","35",8,"635",14,"a7c13d08e4e84411acb8fe51eb142dbe"
"M",21,"2018-06-26",33000,2.43,4.99,31,600,3,7.29,"3","2","1","21",3,"321",6,"a7ca105778a446e4ae8ef9cc6a4ebcca"
"F",41,"2016-02-05",64000,14.41,25.22,902,612,7,100.86,"4","6","6","66",12,"466",16,"a7d1c458a2844d138ecd7f2b189c22fe"
"O",60,"2017-02-01",69000,3.17,7.57,540,672,17,53.92,"7","10","4","104",14,"7104",21,"a7dc060f6fc94ca7bf71fbb188187dca"
"M",60,"2016-06-25",52000,5.05,9.24,762,498,13,65.64,"1","9","5","95",14,"195",15,"a7e623710cb34e99bbcb747ed7b5022a"
"M",43,"2017-09-02",31000,0.88,1.2,328,612,2,1.76,"4","1","1","11",2,"411",6,"a7f01375c50144a9b54749baf93b54f8"
"M",61,"2013-12-17",59000,3.38,10.09,1682,684,23,77.68,"8","10","5","105",15,"8105",23,"a800c29fef434787846f1816f0aec941"
"F",54,"2018-01-02",50000,13.86,23.13,205,648,10,138.55,"6","8","7","87",15,"687",21,"a808292dd9d74925a016793b61c1ae8c"
"M",57,"2017-09-22",118000,24.34,33.57,308,534,5,121.68,"2","4","7","47",11,"247",13,"a80a11cd7d894796a383c9269e66583f"
"M",56,"2017-09-25",32000,2.17,7.26,305,666,7,15.16,"7","6","2","62",8,"762",15,"a80a2e4ecd45448086720b0f0fc0f0dd"
"M",40,"2015-02-24",91000,21.95,31.21,1248,708,4,87.8,"10","3","6","36",9,"1036",19,"a80ec6cf5dd14b6a9c799cb646171c8b"
"F",60,"2017-08-07",113000,27.76,29.73,354,426,2,55.52,"1","1","4","14",5,"114",6,"a80ed01ca0f14e49bde53fb7a175faa4"
"F",40,"2014-02-25",41000,3.23,5.91,1612,690,15,48.43,"8","9","4","94",13,"894",21,"a80f03b0379a404fa27ecff6028776c3"
"M",68,"2014-04-16",40000,2.73,7.58,1563,672,15,40.88,"7","9","4","94",13,"794",20,"a814c06cc66a42fda88d324956f7a543"
"M",54,"2015-03-05",92000,23.77,30.65,1239,666,9,213.92,"7","7","9","79",16,"779",23,"a831ddeff9b04c6c95b2e4a87044da85"
"M",56,"2018-02-12",87000,20.28,20.28,164,540,1,20.28,"2","1","2","12",3,"212",5,"a832f09d7a934f1d806596b3ab1c8d09"
"M",41,"2016-12-12",32000,1.86,4.29,591,678,13,24.23,"7","9","3","93",12,"793",19,"a8359470eecc407b813a41fa5fb8b091"
"M",48,"2018-01-13",60000,16.03,18.73,194,684,3,48.09,"8","2","4","24",6,"824",14,"a837f12166f346bbb74f20d430737657"
"O",79,"2015-10-21",57000,15.01,24.11,1010,654,12,180.06,"6","8","8","88",16,"688",22,"a8391d0ebdc64892959f727a8db2887d"
"F",71,"2016-01-03",86000,20.01,21.96,935,468,4,80.02,"1","3","5","35",8,"135",9,"a83b13b3bfe245189f5cf414ba2cdb3f"
"M",19,"2017-08-18",32000,1.87,3.42,343,636,7,13.06,"5","6","2","62",8,"562",13,"a83c4496729c415691adfabfb80a24db"
"F",41,"2016-06-15",61000,15.39,22.69,772,696,11,169.29,"9","8","8","88",16,"988",25,"a83c48c17c2a45daa51345d5fa6a0a7a"
"M",57,"2017-06-26",61000,16.91,24.24,396,618,11,186.02,"4","8","9","89",17,"489",21,"a8408d265e2f405fb209e60ab23d3273"
"M",57,"2017-05-14",56000,2.57,7.29,439,696,18,46.18,"9","10","4","104",14,"9104",23,"a84202c004824fbf9ee28d0c3f8e31ae"
"F",77,"2014-03-13",90000,32.19,34.89,1596,684,3,96.58,"8","2","6","26",8,"826",16,"a85e833765284962af10e8156d04396c"
"F",97,"2016-10-02",105000,25.44,30.02,663,624,6,152.67,"4","5","8","58",13,"458",17,"a865d6d2d4814dc7a62046100031fb92"
"F",70,"2016-11-18",117000,25.72,32.11,615,588,4,102.87,"3","3","6","36",9,"336",12,"a86a6c3923a5435486301ed5033ee4dd"
"M",60,"2015-12-07",70000,15.03,20.22,962,564,7,105.19,"2","6","6","66",12,"266",14,"a86ee8828cd94e3992d0ac4466ff37f7"
"M",82,"2016-09-30",61000,19.5,32.61,665,696,8,155.99,"9","6","8","68",14,"968",23,"a870bb3c4cc64c1fb8a54ff32b9e6937"
"M",52,"2014-04-25",85000,20.39,29.01,1554,648,7,142.75,"6","6","7","67",13,"667",19,"a8719d4d305444579b2d2c1b777c3417"
"M",63,"2014-08-09",73000,22.66,35.22,1448,582,7,158.62,"3","6","8","68",14,"368",17,"a8735bc18be847ce9bdf3a1ff1f8699f"
"M",53,"2018-03-15",54000,3.68,5.87,133,708,3,11.05,"10","2","1","21",3,"1021",13,"a876a62f41174da5a4694db91b14cba4"
"F",83,"2018-01-15",46000,11.13,22.87,192,654,13,144.71,"6","9","8","98",17,"698",23,"a878e88c004f4deb8eab90f5de1d13d8"
"M",27,"2017-07-09",62000,18.55,27.29,383,696,16,296.79,"9","10","10","1010",20,"91010",29,"a87dd5ea878444f08ab557b145c5377c"
"M",66,"2017-12-14",69000,17.04,26.18,224,618,3,51.13,"4","2","4","24",6,"424",10,"a88176d822694033a0a77c5fe9f75fa7"
"M",38,"2018-01-14",70000,3.57,9.68,193,684,4,14.3,"8","3","2","32",5,"832",13,"a88348f5ff9241c89340f9c30a779615"
"M",50,"2017-10-10",73000,14.22,19.4,290,504,4,56.89,"2","3","4","34",7,"234",9,"a88b141184c94c2ca3610eca383eafe4"
"M",58,"2014-04-22",68000,4.14,10.15,1557,624,9,37.28,"4","7","3","73",10,"473",14,"a890595e6dbc46b2a2554042f73d9202"
"M",87,"2015-04-02",58000,2.23,4.88,1212,630,14,31.24,"5","9","3","93",12,"593",17,"a893aea4e53a459abb7b7c38e6522c37"
"M",53,"2018-05-06",64000,3.7,5.45,82,642,3,11.09,"5","2","1","21",3,"521",8,"a8986824f77142d3bf502e5c62e1e0b3"
"F",66,"2018-01-10",80000,20.76,23.9,197,564,4,83.04,"2","3","5","35",8,"235",10,"a89ace9b4961420eb1de0b46bed88656"
"M",44,"2018-02-10",65000,15.82,28.28,166,576,9,142.36,"3","7","7","77",14,"377",17,"a89e75b62ad648d68d4160653f36d901"
"M",63,"2017-11-14",39000,3.53,7.36,254,678,3,10.6,"7","2","1","21",3,"721",10,"a8a2e7366a8444b6968fb2ebe27c68b6"
"M",44,"2017-03-14",32000,8.14,16.95,499,708,22,179.03,"10","10","8","108",18,"10108",28,"a8a855535d7f42858f15975dbd444310"
"F",69,"2017-11-21",54000,14.21,24.4,247,666,4,56.86,"7","3","4","34",7,"734",14,"a8adc69426a34064b249082dd3d8cada"
"F",70,"2018-04-05",59000,18.07,34.19,113,702,4,72.27,"9","3","5","35",8,"935",17,"a8b1605b80b7436486937f1f5d1b2a4d"
"F",42,"2018-01-30",90000,17.75,25.48,177,702,5,88.77,"9","4","6","46",10,"946",19,"a8b23936b2d94dc1bb254d53d6538bcf"
"F",28,"2017-08-16",37000,8.65,19.33,345,660,13,112.5,"6","9","6","96",15,"696",21,"a8b913d815824bdcbd3fad4533fdadbb"
"M",59,"2017-12-04",93000,21.93,31.4,234,666,4,87.71,"7","3","6","36",9,"736",16,"a8ba3395a9bd426aa931f4ffdc75ddce"
"O",52,"2017-03-07",60000,14.55,22.77,506,654,7,101.82,"6","6","6","66",12,"666",18,"a8bd3006b5c941d6b21e8260771138cc"
"F",74,"2015-12-16",94000,26.04,26.04,953,186,1,26.04,"1","1","3","13",4,"113",5,"a8bd68eab90145c3b727358381988285"
"M",65,"2017-10-07",74000,4.34,8.5,293,654,5,21.71,"6","4","2","42",6,"642",12,"a8c665a421944c1eb9db099e87472b53"
"O",44,"2017-10-31",44000,1.22,3.47,268,570,4,4.87,"3","3","1","31",4,"331",7,"a8cbc68021424631b983f29a73974b11"
"F",55,"2017-08-29",74000,19.38,25.81,332,318,5,96.92,"1","4","6","46",10,"146",11,"a8ccd6ff75c44141805f9e0a617534bc"
"M",71,"2017-08-08",85000,22.18,31.22,353,660,6,133.1,"6","5","7","57",12,"657",18,"a8cf1fcfd39c443ca8a98cd3d9536cf1"
"M",43,"2015-11-05",37000,2.53,6.6,994,708,16,40.42,"10","10","3","103",13,"10103",23,"a8d1e484ebc147d5a45adfb6219c5a87"
"M",35,"2017-12-03",73000,3.4,7.01,235,696,12,40.85,"9","8","3","83",11,"983",20,"a8d40bf3f96843ae8a16aafd85deaabf"
"F",59,"2017-08-19",105000,25.22,33.11,342,558,4,100.86,"2","3","6","36",9,"236",11,"a8d464467d564c728e3bd50ae687841e"
"F",49,"2018-01-09",73000,15.53,24.33,198,582,6,93.2,"3","5","6","56",11,"356",14,"a8dc1ad7fda243edad2b45982dd541bb"
"F",63,"2018-01-29",36000,4.03,10.1,178,630,6,24.18,"5","5","3","53",8,"553",13,"a8dd247323774908ba7e9fdb3cf7cfec"
"M",66,"2018-03-02",70000,14.72,17.35,146,648,6,88.32,"6","5","6","56",11,"656",17,"a8e87d9498de4635a3d0d6e23f24d235"
"M",65,"2015-12-26",52000,11.92,20.55,943,492,8,95.38,"1","6","6","66",12,"166",13,"a8ece2ce549141a3a8917b56a223e5c1"
"F",44,"2017-09-08",37000,8.62,19.43,322,642,10,86.24,"5","8","5","85",13,"585",18,"a8ee3f215b284b38ba282508fc0deac5"
"F",57,"2016-05-27",64000,17.68,28.53,791,582,6,106.09,"3","5","6","56",11,"356",14,"a8eeba0c07d04ce481e01e28722acfa2"
"F",50,"2015-11-02",77000,20.75,34.76,997,678,10,207.46,"7","8","9","89",17,"789",24,"a8f4008479514225845105e0fb4e30ca"
"M",37,"2015-08-06",67000,3.92,11.67,1086,654,12,47.06,"6","8","4","84",12,"684",18,"a8fbe596fea447c0a7fb9ac85bb01b0f"
"M",41,"2017-09-25",38000,34.96,388.78,305,672,15,524.45,"7","9","10","910",19,"7910",26,"a8fc8a1034d34edf9bc2c6dfaec408e1"
"M",35,"2017-12-17",68000,16.16,23.24,221,660,12,193.9,"6","8","9","89",17,"689",23,"a8fcb3020d674e7087b4ab4a5088b391"
"F",55,"2016-09-19",91000,26.31,40.64,676,672,15,394.7,"7","9","10","910",19,"7910",26,"a8fcb6ae658246708387f979c4949017"
"F",89,"2015-11-26",87000,21.89,26.67,973,690,8,175.14,"8","6","8","68",14,"868",22,"a8fcc392843343428db13c0814f7d5b3"
"M",28,"2016-06-21",35000,1.98,3.33,766,660,10,19.83,"6","8","2","82",10,"682",16,"a8ff8dbc7f1046b18fe456b5abcb4130"
"M",31,"2013-09-15",58000,4.5,10.51,1776,696,17,76.48,"9","10","5","105",15,"9105",24,"a9035280036b4e21bfe017153319c1b3"
"F",35,"2018-05-31",65000,17.04,33.12,57,624,11,187.44,"4","8","9","89",17,"489",21,"a906be760afd4edb815302cab24a60d6"
"M",19,"2015-08-24",46000,2.91,8.97,1068,714,16,46.59,"10","10","4","104",14,"10104",24,"a906c9eb943e4fbab2655d893a372705"
"M",76,"2017-08-23",86000,23.64,37.41,338,684,8,189.12,"8","6","9","69",15,"869",23,"a90cad5df2e44266abbea4736c061ec7"
"M",58,"2017-12-04",39000,3,6.11,234,690,8,24.03,"8","6","3","63",9,"863",17,"a90ef297656f4150af47cd391adf276a"
"M",26,"2018-05-10",53000,4.84,5.87,78,522,2,9.68,"2","1","1","11",2,"211",4,"a910bf664b7746fa8ee405e943958ca6"
"M",83,"2018-07-25",96000,28.68,31.7,2,624,3,86.03,"4","2","5","25",7,"425",11,"a91155f8df7740389524af9b94b66a9a"
"M",52,"2017-02-26",67000,4.94,15.95,515,696,18,88.86,"9","10","6","106",16,"9106",25,"a91e7f229ef64ffa9d6b3275de144d44"
"M",61,"2017-12-17",65000,2.61,4.69,221,612,7,18.26,"4","6","2","62",8,"462",12,"a92044bd2adf48119fc564132e64eb26"
"M",30,"2013-09-08",67000,2.56,3.6,1783,672,6,15.35,"7","5","2","52",7,"752",14,"a938c3fd37a74118be0f298145aed07d"
"M",40,"2017-02-10",41000,2.91,7.21,531,696,21,61.19,"9","10","4","104",14,"9104",23,"a93cb9e04f5a4ffa8beeb6e6a51333ca"
"F",63,"2013-10-05",1e+05,27.7,37.52,1756,540,5,138.49,"2","4","7","47",11,"247",13,"a93d5f9848424627b8c88926f437035f"
"M",69,"2016-11-19",31000,7.68,16.93,614,678,17,130.53,"7","10","7","107",17,"7107",24,"a9405d222eb042b3ab274c22f2a3241a"
"M",33,"2018-05-31",70000,5,10.85,57,642,6,30.01,"5","5","3","53",8,"553",13,"a9413dc6893645858ef23aa7807a2338"
"F",70,"2015-10-12",90000,24.85,41.7,1019,714,10,248.53,"10","8","10","810",18,"10810",28,"a94178cd671648eeb9dc60dc8a972dff"
"F",75,"2017-08-30",76000,18.94,25.08,331,600,4,75.76,"3","3","5","35",8,"335",11,"a94746a18bc648a0bb396353258e839b"
"M",21,"2017-07-29",72000,3.66,5.25,363,630,2,7.33,"5","1","1","11",2,"511",7,"a947b467a2ee45129169d48dc397e442"
"M",50,"2014-11-19",61000,18.11,29.26,1345,648,11,199.19,"6","8","9","89",17,"689",23,"a94c6c131ec94ba3945d3e906c4b14b8"
"M",40,"2018-06-29",32000,4.99,12.61,28,690,6,29.94,"8","5","3","53",8,"853",16,"a952125da83b42648838f79b5ea62b91"
"F",43,"2017-08-29",63000,0,0,332,0,0,0,"1","1","1","11",2,"111",3,"a95968b000c74428a8a9d2fe8b5963f5"
"M",58,"2016-05-14",117000,27.1,40.16,804,654,12,325.24,"6","8","10","810",18,"6810",24,"a95b19c70d724d968d7cd1a91b1e9033"
"M",71,"2017-09-24",55000,13.35,19.06,306,684,4,53.41,"8","3","4","34",7,"834",15,"a95c8b2d84b04c22b525d6fec9e1dda3"
"F",38,"2015-05-16",35000,2.78,10.02,1168,624,20,55.54,"4","10","4","104",14,"4104",18,"a95c94e9e8444d3ea4e10d2b96c6bba4"
"M",58,"2018-01-30",61000,3.75,6.43,177,660,4,15.01,"6","3","2","32",5,"632",11,"a95f403bdce84dc38fe6b0d04a337078"
"M",63,"2017-09-25",105000,28.31,39.21,305,642,6,169.86,"5","5","8","58",13,"558",18,"a960ae2cd3d04791ac3ca5799a2ad01a"
"F",61,"2018-02-03",47000,2.63,3.96,173,498,8,21.07,"1","6","2","62",8,"162",9,"a96861615a41443faaf14546c970a012"
"M",47,"2017-08-26",32000,2.36,4.49,335,702,5,11.8,"9","4","1","41",5,"941",14,"a96a36c524934be89a64f516965cdabc"
"M",31,"2018-05-15",56000,16.01,80.13,73,702,6,96.04,"9","5","6","56",11,"956",20,"a96c28c4640949ddb38db4c7498f337f"
"M",66,"2017-11-16",31000,1.99,3.31,252,696,3,5.98,"9","2","1","21",3,"921",12,"a97051ceb2824a37bae1dbfbad9afae5"
"O",51,"2016-07-07",55000,14.01,27.95,750,714,15,210.11,"10","9","9","99",18,"1099",28,"a97208c5be42445d9949e82e0f70f622"
"M",76,"2016-04-07",63000,17.29,29.85,841,690,13,224.76,"8","9","9","99",18,"899",26,"a9780228a1d04539afdee8b745e4be10"
"M",38,"2018-04-14",36000,3.32,5.84,104,714,9,29.89,"10","7","3","73",10,"1073",20,"a9790e8e50aa40b889eb14c4a6a8f90c"
"M",63,"2017-08-28",73000,17.78,25.38,333,678,7,124.48,"7","6","7","67",13,"767",20,"a97b0e2c53fd409d962cbebc359f3f1f"
"M",61,"2016-03-22",73000,16.4,23.28,856,660,7,114.78,"6","6","7","67",13,"667",19,"a97e140cf0094644a99290c1172f7d18"
"F",75,"2013-08-06",69000,15.23,18.59,1816,606,8,121.86,"4","6","7","67",13,"467",17,"a97e6f33219c432db82acfa0d19c602d"
"M",61,"2016-05-20",62000,17.1,29.63,798,660,11,188.12,"6","8","9","89",17,"689",23,"a9846b5ea8034e9aac84cb64079e10f8"
"F",68,"2017-07-25",116000,26.14,35.53,367,696,8,209.1,"9","6","9","69",15,"969",24,"a98a6d62551649e6b04bfd667c98585b"
"M",40,"2017-12-10",56000,13.14,16.39,228,474,2,26.27,"1","1","3","13",4,"113",5,"a9930daf12d445d49c47fa7f08e4bbb7"
"F",63,"2017-12-17",56000,17.24,17.24,221,636,1,17.24,"5","1","2","12",3,"512",8,"a99615b11e91425facc125f0927055bc"
"M",50,"2017-08-02",42000,2.36,2.55,359,660,4,9.44,"6","3","1","31",4,"631",10,"a996a6df1fa94375a43faab4524ec7ae"
"F",60,"2017-01-26",73000,15.52,21.34,546,702,8,124.18,"9","6","7","67",13,"967",22,"a9996f30c54d47d695bf54afbf7bcb4c"
"F",65,"2017-08-05",51000,14.5,17.78,356,702,3,43.51,"9","2","4","24",6,"924",15,"a99e6dc6e2db4882a07f4280db7de088"
"F",69,"2017-02-25",87000,23.02,41.51,516,708,14,322.24,"10","9","10","910",19,"10910",29,"a9a088afe7f54587bb28b723d403f476"
"M",48,"2017-12-05",70000,3.06,9.93,233,672,8,24.52,"7","6","3","63",9,"763",16,"a9a42f9974e24e0396f87c62881e5369"
"M",36,"2015-09-30",54000,12.08,19.3,1031,516,10,120.78,"2","8","7","87",15,"287",17,"a9a541f7ab1c4b4db53a99c13c6f7697"
"F",56,"2016-10-27",62000,15.81,26.23,638,552,7,110.64,"2","6","6","66",12,"266",14,"a9a64f729fb246779f823c406033fd14"
"F",43,"2016-09-22",75000,18.18,24.45,673,672,9,163.59,"7","7","8","78",15,"778",22,"a9a8d1a0bb854a648a4975e951d8d36c"
"F",83,"2015-11-29",73000,17.89,32.47,970,690,17,304.05,"8","10","10","1010",20,"81010",28,"a9b0ed59ea614d80a17a5d436d887779"
"M",44,"2017-08-11",54000,0,0,350,0,0,0,"1","1","1","11",2,"111",3,"a9b2b6471a0b4e4ca8b645dff2a92b9f"
"M",66,"2016-08-10",90000,25.26,34.3,716,648,10,252.59,"6","8","10","810",18,"6810",24,"a9bbadc2f69b4da9bbe7ec7f6d4f6ff3"
"M",31,"2017-10-31",72000,19.56,25.99,268,666,6,117.33,"7","5","7","57",12,"757",19,"a9bd819d62554b2896a0528040305ed3"
"F",65,"2018-05-02",72000,24.77,41.87,86,654,4,99.09,"6","3","6","36",9,"636",15,"a9c7d1360f714c21be1ebed72921a6ac"
"F",19,"2017-01-17",60000,14.13,23.13,555,714,8,113.06,"10","6","6","66",12,"1066",22,"a9cedc8333814f60a3d146b2aed75b58"
"M",47,"2014-08-20",72000,21.24,29.21,1437,450,2,42.48,"1","1","4","14",5,"114",6,"a9cef69578a748aba5ac101d3da4c250"
"M",66,"2017-04-07",33000,1.94,5.11,476,642,15,29.06,"5","9","3","93",12,"593",17,"a9de7a1151d44d8fb367722103707cdb"
"M",49,"2018-01-14",56000,3.56,10.56,193,570,7,24.94,"3","6","3","63",9,"363",12,"a9e2b8c539da4f288f7a03f59ed2f5b3"
"M",65,"2017-09-17",68000,4.14,5.37,313,696,4,16.58,"9","3","2","32",5,"932",14,"a9e8d2f0b98e4e7cb9db6ca8382405c6"
"F",73,"2018-06-28",65000,22.87,22.87,29,606,1,22.87,"4","1","2","12",3,"412",7,"a9eaded965514075a85c71038cdbbc4b"
"F",58,"2018-03-17",54000,3.58,6.11,131,678,6,21.5,"7","5","2","52",7,"752",14,"a9ecb39d93d74696a9d6ddd5355329ff"
